MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Reipu zonbi: Lust of the dead 3,(2013),"
Horror            ",3.8000000000000007,"
Japan's war against the zombie hordes continues, and the army of Ghoul-fighting girls struggles to survive when their leader is lost to insanity.","
    Director:
Naoyuki Tomomatsu
| 
    Stars:
Yui Aikawa, 
Asami, 
Iona, 
Saya Kobayashi
",308,68.0,
Gun,(I) (2010),"
Action, Crime, Thriller            ",3.8000000000000007,"
Angel is released from prison and is reunited with his friend Rich who helps him smuggle weapons in a gun-running ring. But Detroit police and the FBI have declared war on arms smuggling.","
    Director:
Jessy Terrero
| 
    Stars:
50 Cent, 
Val Kilmer, 
AnnaLynne McCord, 
James Remar
","3,684",82.0,
Last Hope,(2018– ),"
Animation, Action, Adventure            ",5.8,"
After causing the near extinction of mankind seven years ago, genius scientist Leon Lau must now fight the ecological disaster he unwittingly created.","
            
    Stars:
Robbie Daymond, 
Johnny Yong Bosch, 
Beau Billingslea, 
Xanthe Huynh
",389,24.0,
Les goûts et les couleurs,(2018),"
Comedy, Drama            ",5.3,"
Simone plans to inform her conservative Jewish family that she's a lesbian, but as she proceeds with coming out she finds herself attracted to a man.","
    Director:
Myriam Aziza
| 
    Stars:
Sarah Stern, 
Jean-Christophe Folly, 
Julia Piaton, 
Catherine Jacob
","1,553",95.0,
Kong: King of the Apes,(2016–2018),"
Animation, Action, Adventure            ",5.8,"
Kong is saved as a young ape by a young boy, Lucas. Lucas and his family raise kong but Lucas' twin brother is jealous and tries to get rid of Kong.","
            
    Stars:
Viv Leacock, 
Lee Tockar, 
Vincent Tong, 
Kathleen Barr
",296,,
Ang probinsyano,(2015– ),"
Action, Crime, Thriller            ",4.1,"
The story of Cardo Dalisay as he faces through terrorists, drug dealers and other crimes in the Philippines.","
            
    Stars:
Coco Martin, 
Jaime Fabregas, 
Susan Roces, 
Malou Crisologo
",179,99.0,
The App,(2019),"
Drama, Sci-Fi, Thriller            ",3.8000000000000007,"
Loving girlfriend, family fortune, breakout movie role: he's got it all. Until an app awakens a powerful new yearning. While in Rome to shoot his first movie, Niccolò becomes obsessed and sent into a self-destructive spiral.","
    Director:
Elisa Fuksas
| 
    Stars:
Salvatore Costa, 
Vincenzo Crea, 
Jessica Cressy, 
Maurizio Di Carmine
","1,229",78.0,
Chek dou,(2015),"
Action, Crime, Drama            ",5.6,"
A nuclear device, DC8, has been stolen from South Korea. As the weapon will change hands in Hong Kong, Inspector Lee sets up a task force in order to get it back. But the elusive criminal mastermind, Helios, is always a step ahead of Lee.","
    Directors:
Lok Man Leung, 
Kim-Ching Luk
| 
    Stars:
Chen Chang, 
Jin-hee Ji, 
Si Won Choi, 
Kim Hae-sook
","1,127",118.0,
Reipu zonbi: Lust of the dead 2,(2013),"
Horror            ",3.8000000000000007,"
After a nuclear attack, a strange virus has turned 90% of the male population of the world into lust-filled zombies. However, in Akihabara, Japan, some males have been found who are ...                See full summary »
","
    Director:
Naoyuki Tomomatsu
| 
    Stars:
Hayato Abe, 
Yui Aikawa, 
Maki Aoyama, 
Asami
",341,67.0,
Sr. Pig,(2016),"
Drama            ",5.8,"
A beautiful road movie, and a chance to talk about love for Mexico through the eyes of an American.","
    Director:
Diego Luna
| 
    Stars:
Danny Glover, 
Maya Rudolph, 
José María Yazpik, 
Joel Murray
","1,152",100.0,
Se busca papá,(2020),"
Comedy, Drama, Family            ",5.7,"
Blanca's mom stopped letting her ride her BMX bike after her dad died in an accident, so after reading about an upcoming BMX contest, she tries to enter it without her mom's knowledge. The only problem? A parent needs to sign her in.","
    Director:
Javier Colinas
| 
    Stars:
Mauricio Argüelles, 
Moisés Arizmendi, 
Luis Arrieta, 
Bere Becerra
",953,102.0,
Made in Mexico,(2018– ),"
Reality-TV            ",4.1,"
Get to know the opulent lifestyles and famous families of Mexico City's socialites and the expats vying for a spot in their exclusive social order.","
            
    Stars:
Shanik Aspe, 
Roby Checa, 
Columba Diaz, 
Pepe Diaz
",739,49.0,
American Violence,(2017),"
Crime, Drama, Thriller            ",4.5,"
Fascinated by the causes of violence, Dr. Amanda Tyler, interviews and analyzes death row inmate Jack Shea. As the interview begins, and Jack's fate hangs in the balance, Amanda must decide if a stay of execution should be granted.","
    Director:
Timothy Woodward Jr.
| 
    Stars:
Kaiwi Lyman, 
Bruce Dern, 
Denise Richards, 
Columbus Short
","1,727",107.0,
House of Bodies,(2013),"
Crime, Drama, Thriller            ",4.6,"
A detective works to solve a case involving a young deaf boy and a web site that's run out of a home that once belonged to a serial killer.","
    Director:
Alex Merkin
| 
    Stars:
Terrence Howard, 
Peter Fonda, 
George Katt, 
Alexz Johnson
","2,535",79.0,
My Christmas Inn,(2018 TV Movie),"
Comedy, Drama, Romance            ",5.6,"
A big city advertising executive inherits her great-aunt's inn and heads to the small Alaskan town where it's located to get it ready for sale.","
    Director:
Peter Sullivan
| 
    Stars:
Tia Mowry-Hardrict, 
Rob Mayes, 
Jackée Harry, 
Tim Reid
","1,944",100.0,
Demoted,(2011),"
Comedy            ",5.3,"
What goes around comes around for a pair of prank-playing tire salesmen (Astin and Vartan) who find themselves placed in secretarial jobs by their put-upon boss (Cross).","
    Director:
J.B. Rogers
| 
    Stars:
Michael Vartan, 
Sean Astin, 
David Cross, 
Celia Weston
","1,918",94.0,
Lovefucked,(2018),"
Drama, Romance            ",5.9,"
A couple's caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams.","
    Director:
Aadish Keluskar
| 
    Stars:
Himanshu Kohli, 
Rohit Kokate, 
Khushboo Upadhyay
",382,106.0,
Secreto bien guardado,(2019),"
Drama            ",4.9,"
Add a Plot
","
            
    Stars:
Oriana Sabatini, 
Victorio D'Alessandro, 
Jorge Suárez, 
Noemí Frenkel
",162,,
Indiscretion,(2016),"
Crime, Drama, Romance            ",4.9,"
A married woman's affair comes back to haunt her when her obsessed lover infiltrates every part of her life.","
    Director:
John Stewart Muller
| 
    Stars:
Mira Sorvino, 
Cary Elwes, 
Christopher Backus, 
Katherine McNamara
",984,99.0,
Gaslit,(2019),"
Thriller            ",4.4,"
Olivia struggles to sort out truth from fiction after her daughter mysteriously vanishes during a camping trip with the new neighbors.","
    Director:
Colin Edward Lawrence
| 
    Stars:
Stephanie Charles, 
Matthew Pohlkamp, 
Mike Erwin, 
Stevie Lynn Jones
",280,84.0,
No somos animales,(2013),"
Comedy, Drama            ",5.0,"
A Hollywood actor grows tired of making the same corporate movies, so he moves to Argentina to find more experimental and meaningful work.","
    Director:
Alejandro Agresti
| 
    Stars:
John Cusack, 
Kevin Morris, 
Paul Hipp, 
Alejandro Agresti
",574,90.0,
Iron Man and Captain America: Heroes United,(2014 Video),"
Animation, Action, Adventure            ",5.5,"
Iron Man and Captain America battle to keep the Red Skull and his triggerman, Taskmaster, from unleashing an army of Hydra Brutes on the world.","
    Directors:
Eric Radomski, 
Leo Riley
| 
    Stars:
Adrian Pasdar, 
Roger Craig Smith, 
Fred Tatasciore, 
David Kaye
","1,632",71.0,
Danur: I Can See Ghosts,(2017),"
Horror            ",5.4,"
This movie follows the story of a girl who befriends with 3 ghosts.","
    Director:
Awi Suryadi
| 
    Stars:
Prilly Latuconsina, 
Sandrinna Michelle, 
Shareefa Daanish, 
Asha Kenyeri Bermudez
",740,74.0,
Maska,(2020),"
Comedy, Drama, Romance            ",5.8,"
Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations.","
    Director:
Neeraj Udhwani
| 
    Stars:
Prit Kamani, 
Manisha Koirala, 
Shirley Setia, 
Javed Jaffrey
","1,340",111.0,
Zoolander: Super Model,(2016 TV Movie),"
Animation, Comedy, Sci-Fi            ",4.9,"
In this animated serialized movie, ridiculously good-looking superheroes Derek Zoolander and Hansel defend celebrities and regular people from the dark forces of the fashion world.","
    Director:
Aaron Augenblick
| 
    Stars:
Ben Stiller, 
Owen Wilson, 
Christine Taylor, 
Jerry Stiller
",139,84.0,
What Happened to Mr Cha?,(2021),"
Comedy, Drama            ",4.3,"
Cha In-Pyo was once a popular actor, but he is not anymore. He struggles to regain his popularity.","
    Director:
Dong-kyu Kim
| 
    Stars:
In-Pyo Cha, 
Jae-Ryong Song
",278,102.0,
Jay and Silent Bob's Super Groovy Cartoon Movie,(2013),"
Animation, Comedy            ",5.0,"
Jay and Silent Bob hit the lottery jackpot, and use their cash windfall to become crime-fighting superheroes.","
    Director:
Steve Stark
| 
    Stars:
Marc Bernardin, 
Ming Chen, 
Matt Cohen, 
Kevin Conroy
","1,840",64.0,
Stash House,(2012),"
Thriller            ",4.8,"
Dave and Amy have found the perfect house, until they discover a stash of heroin and end up imprisoned in it by violent thugs.","
    Director:
Eduardo Rodriguez
| 
    Stars:
Sean Faris, 
Briana Evigan, 
Dolph Lundgren, 
Jon Huertas
","2,655",99.0,
Uskyld,(2012),"
Drama            ",5.9,"
As kids, Janne befriends William. After years abroad, William returns to Norway and contacts her. She spends the summer with him. She's found half dead next to two dead men in the woods. What happened?","
    Director:
Sara Johnsen
| 
    Stars:
Maria Bonnevie, 
Inga Berger Schou, 
Tea Sandanger, 
Line Billa Ljøstad
",720,105.0,
Out of Reach,(2004 Video),"
Action, Crime, Drama            ",4.0,"
Billy Ray Lansing, a former covert agent turned survivalist, discovers that the foster program he is using to help a young girl is actually a human trafficking network. Lancing heads overseas to find the girl and shut down the operation.","
    Director:
Po-Chih Leong
| 
    Stars:
Steven Seagal, 
Ida Nowakowska, 
Agnieszka Wagner, 
Matt Schulze
","4,737",86.0,
Görümce,(2016),"
Comedy, Family, Romance            ",5.0,"
A couple decides to tie the knot and has to whether the storm that is the groom's older sister.","
    Director:
Kivanç Baruönü
| 
    Stars:
Gupse Ozay, 
Bugra Gülsoy, 
Eda Ece, 
Zeynep Kankonde
","2,915",109.0,
The Final Girl,(2010),"
Drama            ",3.8000000000000007,"
Three Parisian women discover that their lives are delicately interconnected to a mysterious fourth woman, who remains tantalizingly out of reach.","
    Director:
Todd Verow
| 
    Stars:
Wendy Delorme, 
Brenda Velez, 
Judy Minx, 
Émilie Jouvet
",241,80.0,
Pinky Malinky,(2018–2019),"
Animation, Comedy            ",5.7,"
This fly-on-the wall reality show follows the life of Pinky, an infectiously positive hot dog living in the human world.","
            
    Stars:
Danny Jacobs, 
Lucas Grabeel, 
Nathan Kress, 
Diamond White
",378,12.0,
Pray for Rain,(2017),"
Drama, Mystery, Thriller            ",5.3,"
When a journalist returns to the California farming community where she was raised, she discovers that it has been ravaged by drought and become a place ruled by gangs.","
    Director:
Alex Ranarivelo
| 
    Stars:
Jane Seymour, 
Annabelle Stephenson, 
Nicholas Gonzalez, 
James Morrison
",968,92.0,
The Man in the Iron Mask,(II) (1998),"
Adventure            ",4.9,"
A lad jousting with his tutor is kidnaped and carried to the Bastille where his head is locked in an iron mask. Jump ten years: Musketeers return from war in Morocco to find Paris starving ...                See full summary »
","
    Director:
William Richert
| 
    Stars:
Edward Albert, 
Dana Barron, 
Timothy Bottoms, 
Brigid Brannagh
",226,85.0,
Solteras,(2019),"
Comedy            ",5.9,"
A wannabe bride seeks professional help to find a husband and, in the process, finds herself.","
    Director:
Luis Javier Henaine
| 
    Stars:
Cassandra Ciangherotti, 
Gabriela de la Garza, 
Irán Castillo, 
Sophie Alexander-Katz
","2,178",95.0,
Living in Bondage: Breaking Free,(2019),"
Drama, Fantasy            ",5.8,"
Mentored by a mysterious tycoon, an ambitious young man faces a crisis when his rise to power draws him deep into the occult.","
    Director:
Ramsey Nouah
| 
    Stars:
Swanky J.K.A., 
Ramsey Nouah, 
Kenneth Okonkwo, 
Enyinna Nwigwe
",76,150.0,
Russell Madness,(2015),"
Family            ",4.2,"
When a man inherits his grandfather's arena, he and his family try to restore the family wrestling business with the help of a talking monkey, and their star attraction, a wrestling dog.","
    Director:
Robert Vince
| 
    Stars:
Sean Giambrone, 
David Milchard, 
Steve Richmond, 
Jesse Reid
",598,92.0,
Staged Killer,(2019),"
Thriller            ",3.8000000000000007,"
When a former co-host, Jake Everett, works his way back into the professional life of popular TV morning show host Naomi Spencer, the show's success skyrockets, but Naomi's personal life begins to fall apart.","
    Director:
Christopher Ray
| 
    Stars:
Chrishell Stause, 
Nicole Bilderback, 
Jason Dolley, 
Darrin Dewitt Henson
",264,88.0,
Hulk: Where Monsters Dwell,(2016 Video),"
Animation, Action, Fantasy            ",5.4,"
Doctor Strange and a team of monsters must help the Hulk overcome his dream self in order to defeat Nightmare on Halloween night.","
    Directors:
Eric Radomski, 
Mitch Schauer
| 
    Stars:
Fred Tatasciore, 
Liam O'Brien, 
Jesse Burch, 
Edward Bosco
","1,030",75.0,
Plastic Cup Boyz: Laughing My Mask Off!,(2021 TV Special),"
Comedy            ",4.7,"
A collection of stand-up specials that spotlights three members of Kevin Hart's famed comedy crew, the Plastic Cup Boyz.","
    Director:
Royale Watkins
| 
    Stars:
Will 'Spank' Horton, 
Na'im Lynn, 
Joey Wells
",10,,
Thackeray,(2019),"
Biography, Drama            ",5.2,"
From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray.","
    Director:
Abhijit Panse
| 
    Stars:
Nawazuddin Siddiqui, 
Amrita Rao, 
Sanjay Narvekar, 
Vineet Sharma
","3,068",120.0,
Get Organized with the Home Edit,(2020– ),"
Reality-TV            ",5.4,"
Organizers Clea Shearer and Joanna Teplin of The Home Edit conquer clutter and transform lives. Reese Witherspoon and Molly Sims coproduce.","
            
    Stars:
Clea Shearer, 
Joanna Teplin, 
Jordana Brewster, 
Kane Brown
",936,30.0,
Seperti Hujan yang Jatuh ke Bumi,(2020),"
Adventure, Drama, Fantasy            ",5.0,"
Kevin and Nara have been friends since childhood and they promise to always be best friends. But when Nara falls in love with a mysterious boy, Kevin feels that there is no hope for him to be with her forever.","
    Director:
Lasja Fauzia
| 
    Stars:
Jefri Nichol, 
Aurora Ribero, 
Axel Matthew Thomas, 
Nadya Arina
",156,86.0,
